-57.25446858,-49.21766945,-38.52106787,-24.26629868,-15.84794332,-11.60605643,-13.18663791,-20.54683746,-31.51699699,-43.6768569,-56.02668864,-60.09430196
-58.7644619,-50.80728361,-39.60049815,-27.40211831,-18.55513135,-14.33507332,-16.17112169,-23.72841147,-34.72584636,-46.47503143,-55.88644582,-60.71796803
-56.07705517,-48.74897332,-37.79112844,-27.9587651,-18.91878187,-14.83832381,-16.89431657,-24.44558907,-35.10681236,-45.96280572,-51.91347023,-57.05449445
-50.09386004,-43.569146,-33.00173294,-25.85968611,-16.90000285,-13.06778247,-15.28372166,-22.61187868,-32.60035156,-42.00095781,-45.20363449,-50.35155921
-42.16255656,-36.26743243,-26.28107645,-21.37447854,-12.70495771,-9.187675094,-11.49759268,-18.44594018,-27.59559961,-35.72963997,-36.93191027,-42.01279179
-33.27851403,-27.74019065,-18.19332204,-14.9885101,-6.704113534,-3.515197508,-5.864574502,-12.37290711,-20.71177169,-27.86015755,-27.92089579,-32.95774519
-24.06901598,-18.63365976,-9.316026784,-7.231768396,0.677880511,3.569760835,1.216031741,-4.879432439,-12.56688781,-19.094687,-18.71187848,-23.74603191
-14.96308827,-9.417320076,-0.112078843,1.416765917,9.034758254,11.69167193,9.349664137,3.578752338,-3.683034311,-9.962094699,-9.705319902,-14.76853566
-6.313516029,-0.48006667,9.01404717,10.54195659,17.99798432,20.50369844,18.17418437,12.59836609,5.504117053,-0.88643551,-1.257081762,-6.360377129
1.533487861,7.79722592,17.65181861,19.75835332,27.2157632,29.67478546,27.34711161,21.80313942,14.59449273,7.739655746,6.264790256,1.140091419
8.203439236,14.99389728,25.32421815,28.65154504,36.30055754,38.84428215,36.50042117,30.7897265,23.16082366,15.49727792,12.45465532,7.366691576
13.29240498,20.63331803,31.44786271,36.70018785,44.73789057,47.53212207,45.15541676,39.04731643,30.68402215,21.90708924,16.88300363,11.9352422
16.41035525,24.22249829,35.36380385,43.19218466,51.74588218,54.97520057,52.57744745,45.85630875,36.51005972,26.43997372,19.1636719,14.49564788
17.27034016,25.36842381,36.51075779,47.22143964,56.16960056,59.9304268,57.61468997,50.2445685,39.901703,28.6057836,19.06409392,14.81862884
15.78520419,23.92964417,34.69822414,47.97036883,56.82117026,60.93052869,58.9165397,51.25349512,40.28265247,28.11807359,16.59507704,12.87339573
12.10244414,20.08385612,30.22461689,45.26079446,53.48190769,57.58139831,56.01603694,48.60544924,37.57560486,25.03217113,12.00600857,8.839299826
6.547222596,14.24432126,23.69723759,39.70768184,47.15037389,51.06142022,49.87928088,42.96889126,32.258734,19.72143438,5.689910836,3.041850511
-0.478867983,6.907246454,15.76734421,32.23572599,39.06782701,42.80877223,41.8596578,35.37598633,25.06199567,12.71280046,-1.924757717,-4.137365886
-8.576737802,-1.455719574,6.99398057,23.64815722,30.13156768,33.78330896,32.9342416,26.6920319,16.67238381,4.531818401,-10.43656194,-12.32459577
-17.38021001,-10.42884217,-2.16424184,14.53815159,20.923502,24.56571583,23.71573838,17.52891086,7.639955865,-4.36108402,-19.48111537,-21.17497854
-26.54480363,-19.63130504,-11.30175819,5.355818809,11.8594429,15.55508783,14.62572399,8.335769505,-1.592486842,-13.56094635,-28.7033448,-30.35704957
-35.70394006,-28.66629889,-20.00385553,-3.508295266,3.295709465,7.087970372,6.014395923,-0.505657303,-10.62570587,-22.67124899,-37.69849738,-39.50459101
-44.38656392,-37.04561111,-27.78276999,-11.65679803,-4.407948013,-0.49929072,-1.771900053,-8.612445029,-19.03906411,-31.23579488,-45.91263348,-48.12232224
-51.87708409,-44.09348529,-34.02913486,-18.64034105,-10.85762013,-6.84341166,-8.357733598,-15.55765003,-26.33390311,-38.65720672,-52.49960141,-55.41653992
